,location,total_sqft,bath,price,bhk
4841,Mahadevpura,1505.0,3.0,78.0,3
4842,Mahadevpura,1136.0,2.0,64.5,2
4843,Mahadevpura,1050.0,2.0,42.0,2
4844,Mahadevpura,1150.0,2.0,52.0,2
4845,Mahadevpura,3295.0,4.0,260.0,5
4846,Mahadevpura,1120.0,2.0,53.0,2
4847,Mahadevpura,1225.0,2.0,48.0,2
4848,Mahadevpura,1137.0,2.0,53.4,2
4849,Mahadevpura,1146.0,2.0,53.8,2
4850,Mahadevpura,730.0,1.0,35.0,1
4851,Mahadevpura,1192.0,2.0,75.0,2
4852,Mahadevpura,1438.0,2.0,89.0,2
4853,Mahadevpura,1250.0,2.0,52.0,2
4854,Mahadevpura,1532.0,2.0,62.0,2
4855,Mahadevpura,1450.0,3.0,75.0,3
4856,Mahadevpura,1236.0,2.0,58.0,2
4857,Mahalakshmi Layout,1575.0,5.0,158.0,4
4858,Mahalakshmi Layout,1080.0,2.0,67.0,2
4859,Mahalakshmi Layout,1876.0,3.0,150.0,3
4860,Mahalakshmi Layout,4482.0,6.0,852.0,8
4861,Mahalakshmi Layout,1200.0,3.0,160.0,4
4862,Mahalakshmi Layout,1200.0,2.0,110.0,3
4863,Mahalakshmi Layout,1105.0,2.0,80.0,2
4864,Mahalakshmi Layout,4320.0,7.0,821.0,9
4865,Mahalakshmi Layout,3750.0,4.0,760.0,4
4866,Mallasandra,905.0,2.0,35.0,2
4867,Mallasandra,1665.0,3.0,95.0,3
4868,Mallasandra,1100.0,2.0,76.3,3
4869,Mallasandra,1325.0,2.0,70.0,2
4870,Mallasandra,905.0,2.0,40.0,2
4871,Mallasandra,1810.0,3.0,57.0,4
4872,Mallasandra,1325.0,2.0,70.0,2
4873,Mallasandra,1325.0,2.0,65.0,2
4874,Mallasandra,1325.0,2.0,73.0,2
4875,Mallasandra,1340.0,2.0,61.0,2
4876,Mallasandra,1565.0,2.0,69.0,2
4877,Mallasandra,1200.0,2.0,130.0,2
4878,Malleshpalya,1405.0,2.0,77.0,3
4879,Malleshpalya,1060.0,2.0,40.0,2
4880,Malleshpalya,2592.0,4.0,250.0,4
4881,Malleshpalya,1140.0,2.0,46.5,2
4882,Malleshpalya,1210.0,2.0,55.0,2
4883,Malleshpalya,1245.0,2.0,55.0,2
4884,Malleshpalya,1200.0,2.0,46.0,2
4885,Malleshpalya,1225.0,2.0,46.86,2
4886,Malleshpalya,1065.0,2.0,50.0,2
4887,Malleshpalya,1225.0,2.0,52.0,2
4888,Malleshpalya,1052.0,2.0,50.0,2
4889,Malleshpalya,1200.0,3.0,149.0,3
4890,Malleshpalya,1421.0,2.0,90.0,2
4891,Malleshpalya,1200.0,3.0,149.0,3
4892,Malleshpalya,1430.0,2.0,69.5,3
4893,Malleshwaram,2215.0,3.0,330.0,3
4894,Malleshwaram,1100.0,2.0,75.0,2
4895,Malleshwaram,620.0,1.0,86.8,1
4896,Malleshwaram,900.0,2.0,95.0,2
4897,Malleshwaram,2215.0,3.0,275.0,3
4898,Malleshwaram,2475.0,4.0,300.0,3
4899,Malleshwaram,2610.0,3.0,399.0,3
4900,Malleshwaram,2475.0,4.0,326.0,3
4901,Malleshwaram,1600.0,3.0,160.0,3
4902,Malleshwaram,2475.0,4.0,326.0,3
4903,Malleshwaram,2475.0,4.0,337.0,3
4904,Malleshwaram,705.0,1.0,67.0,1
4905,Malleshwaram,3000.0,5.0,815.0,4
4906,Malleshwaram,580.0,1.0,45.0,1
4907,Malleshwaram,2215.0,4.0,310.0,3
4908,Malleshwaram,900.0,2.0,90.0,2
4909,Malleshwaram,1500.0,2.0,140.0,2
4910,Malleshwaram,2400.0,3.0,380.0,3
4911,Malleshwaram,900.0,2.0,72.0,2
4912,Malleshwaram,2476.0,3.0,337.0,3
4913,Malleshwaram,1400.0,2.0,190.0,2
4914,Malleshwaram,1410.0,2.0,125.0,2
4915,Malleshwaram,2475.0,4.0,320.0,3
4916,Malleshwaram,2000.0,3.0,250.0,3
4917,Malleshwaram,2345.0,2.0,293.0,3
4918,Malleshwaram,686.0,1.0,62.5,1
4919,Malleshwaram,2475.0,4.0,300.0,3
4920,Malleshwaram,2006.0,3.0,297.0,3
4921,Malleshwaram,1420.0,2.0,158.0,2
4922,Malleshwaram,2215.0,3.0,275.0,3
4923,Malleshwaram,2425.0,7.0,140.0,7
4924,Malleshwaram,3000.0,4.0,900.0,5
4925,Malleshwaram,7500.0,7.0,1700.0,5
4926,Malleshwaram,1124.0,3.0,80.0,2
4927,Malleshwaram,2500.0,5.0,325.0,4
4928,Malleshwaram,600.0,1.0,68.0,2
4929,Malleshwaram,2050.0,4.0,270.0,3
4930,Malleshwaram,2475.0,4.0,340.0,3
4931,Malleshwaram,480.0,1.0,60.0,1
4932,Malleshwaram,600.0,1.0,90.0,2
4933,Malleshwaram,1020.0,2.0,80.0,2
4934,Malleshwaram,1290.0,2.0,120.0,2
4935,Malleshwaram,12000.0,7.0,2200.0,7
4936,Malleshwaram,4000.0,4.0,1100.0,4
4937,Malleshwaram,5500.0,5.0,1500.0,4
4938,Malleshwaram,2200.0,3.0,275.0,3
4939,Malleshwaram,3000.0,4.0,900.0,7
4940,Malleshwaram,6500.0,4.0,1400.0,4
4941,Malleshwaram,2475.0,4.0,332.0,3
4942,Marathahalli,1710.0,3.0,100.0,3
4943,Marathahalli,1125.0,2.0,56.8,2
4944,Marathahalli,1125.0,2.0,55.0,2
4945,Marathahalli,1950.0,3.0,115.0,3
4946,Marathahalli,1250.0,2.0,68.0,2
4947,Marathahalli,780.0,1.0,55.0,1
4948,Marathahalli,1019.0,2.0,49.86,2
4949,Marathahalli,1358.0,2.0,81.0,2
4950,Marathahalli,1350.0,2.0,86.0,2
4951,Marathahalli,1200.0,2.0,60.0,2
4952,Marathahalli,1900.0,3.0,123.0,3
4953,Marathahalli,957.0,2.0,47.0,2
4954,Marathahalli,1602.0,2.0,104.0,2
4955,Marathahalli,1220.0,2.0,58.5,2
4956,Marathahalli,1146.0,2.0,69.0,2
4957,Marathahalli,1200.0,2.0,58.0,2
4958,Marathahalli,1360.0,2.0,103.0,2
4959,Marathahalli,1152.0,2.0,90.0,2
4960,Marathahalli,1019.0,2.0,49.86,2
4961,Marathahalli,1710.0,3.0,135.0,3
4962,Marathahalli,1469.0,3.0,89.0,3
4963,Marathahalli,1365.0,2.0,73.0,2
4964,Marathahalli,1230.0,2.0,57.0,2
4965,Marathahalli,1248.0,2.0,130.0,2
4966,Marathahalli,3800.0,4.0,250.0,4
4967,Marathahalli,2500.0,5.0,175.0,4
4968,Marathahalli,607.0,1.0,35.0,1
4969,Marathahalli,1100.0,2.0,75.0,1
4970,Marathahalli,1680.0,3.0,105.0,3
4971,Marathahalli,1910.0,3.0,119.0,3
4972,Marathahalli,1215.0,2.0,58.86,2
4973,Marathahalli,2500.0,3.0,200.0,5
4974,Marathahalli,1144.0,2.0,65.0,2
4975,Marathahalli,1240.0,2.0,55.0,2
4976,Marathahalli,1583.0,3.0,109.0,3
4977,Marathahalli,1075.0,2.0,52.43,2
4978,Marathahalli,1196.0,2.0,57.95,2
4979,Marathahalli,700.0,1.0,38.0,1
4980,Marathahalli,1285.0,2.0,55.0,2
4981,Marathahalli,1350.0,2.0,90.0,2
4982,Marathahalli,1600.0,3.0,88.0,2
4983,Marathahalli,1020.0,2.0,57.0,2
4984,Marathahalli,957.0,2.0,47.0,2
4985,Marathahalli,1350.0,2.0,89.0,2
4986,Marathahalli,1583.0,3.0,105.0,3
4987,Marathahalli,2500.0,5.0,181.0,4
4988,Marathahalli,1595.0,3.0,90.0,3
4989,Marathahalli,957.0,2.0,46.9,2
4990,Marathahalli,1710.0,3.0,100.0,3
4991,Marathahalli,1449.0,3.0,110.0,3
4992,Marathahalli,1469.0,3.0,89.0,3
4993,Marathahalli,1019.0,2.0,49.85,2
4994,Marathahalli,1200.0,2.0,53.0,2
4995,Marathahalli,1200.0,2.0,128.0,2
4996,Marathahalli,1156.0,2.0,52.0,2
4997,Marathahalli,1200.0,2.0,52.0,2
4998,Marathahalli,615.0,1.0,44.0,1
4999,Marathahalli,1325.0,2.0,71.55,2
5000,Marathahalli,1610.0,3.0,90.0,3
5001,Marathahalli,1220.0,2.0,56.5,2
5002,Marathahalli,950.0,2.0,46.7,2
5003,Marathahalli,950.0,2.0,45.68,2
5004,Marathahalli,4000.0,4.0,650.0,4
5005,Marathahalli,1720.0,3.0,175.0,3
5006,Marathahalli,2524.0,5.0,180.0,4
5007,Marathahalli,1270.0,2.0,80.0,2
5008,Marathahalli,1839.0,3.0,130.0,3
5009,Marathahalli,1125.0,2.0,54.8,2
5010,Marathahalli,1730.0,3.0,139.0,3
5011,Marathahalli,2122.0,3.0,125.0,3
5012,Marathahalli,3090.0,4.0,325.0,4
5013,Marathahalli,1220.0,2.0,59.0,2
5014,Marathahalli,1060.0,2.0,48.0,2
5015,Marathahalli,1071.0,2.0,52.25,2
5016,Marathahalli,1100.0,2.0,50.0,2
5017,Marathahalli,3951.0,4.0,230.0,4
5018,Marathahalli,1102.0,2.0,53.67,2
5019,Marathahalli,1693.0,3.0,125.0,3
5020,Marathahalli,1525.0,3.0,90.0,3
5021,Marathahalli,1933.0,3.0,140.0,3
5022,Marathahalli,1095.0,2.0,60.0,2
5023,Marathahalli,1220.0,2.0,57.0,2
5024,Marathahalli,1026.0,2.0,50.18,2
5025,Marathahalli,1690.0,3.0,116.0,3
5026,Marathahalli,1314.0,2.0,55.0,2
5027,Marathahalli,2181.0,3.0,152.0,4
5028,Marathahalli,950.0,2.0,46.96,2
5029,Marathahalli,1135.0,2.0,60.0,2
5030,Marathahalli,1730.0,3.0,110.0,3
5031,Marathahalli,1208.0,2.0,70.0,2
5032,Marathahalli,1780.0,4.0,175.0,4
5033,Marathahalli,1196.0,2.0,57.9,2
5034,Marathahalli,1360.0,2.0,101.0,2
5035,Marathahalli,1583.0,3.0,115.0,3
5036,Marathahalli,1045.0,2.0,60.0,2
5037,Marathahalli,1215.0,2.0,67.0,2
5038,Marathahalli,1700.0,3.0,126.0,3
5039,Marathahalli,1325.0,1.0,92.0,2
5040,Marathahalli,1937.0,3.0,160.0,3
5041,Marathahalli,2396.0,4.0,325.0,4
5042,Marathahalli,1200.0,1.0,103.0,2
5043,Marathahalli,3800.0,4.0,235.0,4
5044,Marathahalli,1730.0,3.0,115.0,3
5045,Marathahalli,1102.0,2.0,53.67,2
5046,Marathahalli,3400.0,4.0,235.0,4
5047,Marathahalli,1350.0,2.0,60.0,2
5048,Marathahalli,1693.0,3.0,125.0,3
5049,Marathahalli,1270.0,2.0,73.0,2
5050,Marathahalli,1152.0,2.0,56.0,2
5051,Marathahalli,1215.0,2.0,58.86,2
5052,Marathahalli,1170.0,2.0,85.0,2
5053,Marathahalli,1290.0,2.0,52.0,2
5054,Marathahalli,1146.0,2.0,70.0,2
5055,Marathahalli,1205.0,2.0,75.0,2
5056,Marathahalli,2524.0,5.0,190.0,4
5057,Marathahalli,3090.0,4.0,350.0,4
5058,Marathahalli,1026.0,2.0,49.95,2
5059,Marathahalli,1102.0,2.0,53.67,2
5060,Marathahalli,1350.0,2.0,99.0,2
5061,Marathahalli,1230.0,2.0,80.0,2
5062,Marathahalli,1170.0,2.0,53.0,2
5063,Marathahalli,2519.0,5.0,185.0,4
5064,Marathahalli,1200.0,2.0,67.0,2
5065,Marathahalli,1050.0,2.0,65.0,2
5066,Marathahalli,1065.0,2.0,55.0,2
5067,Marathahalli,881.0,2.0,48.06,2
5068,Marathahalli,1485.0,2.0,90.0,3
5069,Marathahalli,1937.0,3.0,140.0,3
5070,Margondanahalli,900.0,2.0,55.0,2
5071,Margondanahalli,1000.0,2.0,57.0,2
5072,Margondanahalli,1050.0,2.0,58.0,2
5073,Margondanahalli,900.0,2.0,49.0,2
5074,Margondanahalli,1200.0,2.0,65.0,2
5075,Margondanahalli,900.0,2.0,65.0,2
5076,Margondanahalli,1360.0,2.0,45.0,4
5077,Margondanahalli,1200.0,2.0,67.0,2
5078,Margondanahalli,1160.0,2.0,65.0,2
5079,Margondanahalli,1140.0,2.0,60.0,2
5080,Margondanahalli,1200.0,1.0,53.0,2
5081,Margondanahalli,900.0,2.0,55.0,2
5082,Margondanahalli,2400.0,2.0,82.0,2
5083,Margondanahalli,1334.0,2.0,67.76,2
5084,Margondanahalli,1090.0,2.0,58.0,2
5085,Margondanahalli,1152.0,1.0,66.0,2
5086,Margondanahalli,600.0,2.0,35.0,2
5087,Margondanahalli,1200.0,2.0,58.5,2
5088,Margondanahalli,1200.0,2.0,69.0,2
5089,Margondanahalli,1100.0,2.0,55.0,2
5090,Marsur,1800.0,4.0,145.0,4
5091,Marsur,1200.0,3.0,120.0,3
5092,Marsur,1200.0,3.0,150.0,3
5093,Marsur,1000.0,4.0,66.0,3
5094,Marsur,1200.0,3.0,90.0,3
5095,Mico Layout,1140.0,2.0,43.0,2
5096,Mico Layout,1200.0,2.0,53.5,2
5097,Mico Layout,5000.0,9.0,210.0,9
5098,Mico Layout,1125.0,2.0,40.0,2
5099,Mico Layout,800.0,2.0,80.0,2
5100,Mico Layout,800.0,1.0,29.5,1
5101,Mico Layout,1190.0,2.0,39.25,2
5102,Mico Layout,1171.0,2.0,39.0,2
5103,Mico Layout,3600.0,4.0,330.0,4
5104,Munnekollal,1222.0,3.0,95.0,3
5105,Munnekollal,1030.0,2.0,50.36,2
5106,Munnekollal,1200.0,2.0,40.0,2
5107,Munnekollal,950.0,2.0,46.5,2
5108,Munnekollal,1200.0,2.0,49.5,2
5109,Munnekollal,1080.0,2.0,45.0,2
5110,Munnekollal,1170.0,2.0,59.0,2
5111,Munnekollal,1750.0,3.0,86.5,3
5112,Munnekollal,1102.0,2.0,53.67,2
5113,Munnekollal,1170.0,2.0,52.0,2
5114,Munnekollal,1390.0,3.0,68.0,3
5115,Munnekollal,1210.0,2.0,75.0,2
5116,Munnekollal,1200.0,2.0,57.9,3
5117,Munnekollal,1385.0,2.0,66.5,3
5118,Munnekollal,1560.0,3.0,75.0,3
5119,Munnekollal,7200.0,10.0,200.0,10
5120,Murugeshpalya,1175.0,2.0,75.0,2
5121,Murugeshpalya,1845.0,3.0,91.0,3
5122,Murugeshpalya,1225.0,2.0,48.0,2
5123,Murugeshpalya,1930.0,3.0,75.0,3
5124,Murugeshpalya,1600.0,2.0,65.0,3
5125,Murugeshpalya,3100.0,4.0,310.0,4
5126,Murugeshpalya,1550.0,3.0,74.0,3
5127,Murugeshpalya,1296.0,2.0,81.0,2
5128,Murugeshpalya,2135.0,3.0,160.0,3
5129,Murugeshpalya,1344.0,2.0,56.0,3
5130,Murugeshpalya,1185.0,2.0,85.0,2
5131,Murugeshpalya,1855.0,3.0,96.0,3
5132,Murugeshpalya,1500.0,2.0,70.0,3
5133,Mysore Road,1003.0,2.0,43.0,2
5134,Mysore Road,1560.0,3.0,120.0,3
5135,Mysore Road,1155.0,2.0,51.0,2
5136,Mysore Road,1248.52,3.0,115.0,3
5137,Mysore Road,883.0,2.0,50.0,2
5138,Mysore Road,1200.0,2.0,85.0,2
5139,Mysore Road,883.0,2.0,37.0,2
5140,Mysore Road,1060.0,2.0,62.0,2
5141,Mysore Road,1080.0,2.0,60.0,3
5142,Mysore Road,883.0,2.0,40.0,2
5143,Mysore Road,940.0,2.0,43.61,2
5144,Mysore Road,1560.0,2.0,83.3,3
5145,Mysore Road,500.0,1.0,17.5,1
5146,Mysore Road,1020.0,2.0,48.95,2
5147,Mysore Road,883.0,2.0,40.95,2
5148,Mysore Road,1175.0,2.0,73.5,2
5149,Mysore Road,1175.0,2.0,70.5,2
5150,Mysore Road,980.0,2.0,45.47,2
5151,Mysore Road,1568.0,2.0,100.0,3
5152,Mysore Road,1175.0,2.0,86.68,2
5153,Mysore Road,1020.0,2.0,48.95,2
5154,Mysore Road,900.0,2.0,65.0,2
5155,Mysore Road,883.0,2.0,45.0,2
5156,Mysore Road,1175.0,2.0,73.5,2
5157,Mysore Road,1070.0,2.0,49.65,2
5158,Mysore Road,1029.5,2.0,50.855,2
5159,Mysore Road,1710.0,4.0,91.31,3
5160,Mysore Road,1200.0,2.0,65.0,2
5161,Mysore Road,1005.0,2.0,35.175,2
5162,Mysore Road,1800.0,2.0,42.3,2
5163,Mysore Road,1560.0,3.0,115.0,3
5164,Mysore Road,1512.0,2.0,110.0,3
5165,Mysore Road,1237.0,2.0,73.0,2
5166,Mysore Road,1239.0,2.0,53.0,2
5167,Mysore Road,947.55,2.0,80.0,2
5168,Mysore Road,1525.0,3.0,96.0,3
5169,Mysore Road,1170.0,2.0,65.0,2
5170,Mysore Road,1070.0,2.0,45.0,2
5171,NGR Layout,1020.0,2.0,45.9,2
5172,NGR Layout,1020.0,2.0,48.45,2
5173,NGR Layout,907.0,1.0,38.0,1
5174,NGR Layout,1020.0,2.0,48.45,2
5175,NGR Layout,1105.0,2.0,52.48,2
5176,NGR Layout,1105.0,2.0,49.73,2
5177,NGR Layout,1020.0,2.0,48.45,2
5178,NGR Layout,1019.0,2.0,45.9,2
5179,NGR Layout,1020.0,2.0,46.0,2
5180,NGR Layout,1022.0,2.0,45.9,2
5181,NGR Layout,1020.0,2.0,45.0,2
5182,NGR Layout,1021.0,2.0,45.9,2
5183,NGR Layout,1020.0,2.0,48.45,2
5184,NGR Layout,1021.0,2.0,46.0,2
5185,NRI Layout,2500.0,5.0,130.0,5
5186,NRI Layout,2700.0,5.0,95.75,4
5187,NRI Layout,1125.0,2.0,45.56,2
5188,NRI Layout,1300.0,2.0,120.0,2
5189,NRI Layout,2150.0,4.0,115.0,4
5190,NRI Layout,650.0,2.0,59.0,2
5191,NRI Layout,1200.0,4.0,95.0,4
5192,NRI Layout,2400.0,2.0,125.0,2
5193,NRI Layout,1060.0,2.0,35.0,2
5194,NRI Layout,1250.0,2.0,75.0,2
5195,Nagarbhavi,1050.0,3.0,175.0,3
5196,Nagarbhavi,1200.0,3.0,228.0,3
5197,Nagarbhavi,884.0,2.0,36.0,1
5198,Nagarbhavi,956.0,2.0,49.0,2
5199,Nagarbhavi,1020.0,2.0,55.0,2
5200,Nagarbhavi,1200.0,3.0,340.0,4
5201,Nagarbhavi,1200.0,4.0,240.0,4
5202,Nagarbhavi,1200.0,4.0,210.0,4
5203,Nagarbhavi,1250.0,3.0,170.0,2
5204,Nagarbhavi,1200.0,3.0,225.0,3
5205,Nagarbhavi,1400.0,2.0,135.0,3
5206,Nagarbhavi,1212.0,2.0,50.0,2
5207,Nagarbhavi,1250.0,3.0,175.0,4
5208,Nagarbhavi,1100.0,2.0,46.2,2
5209,Nagarbhavi,1200.0,3.0,226.0,3
5210,Nagarbhavi,1145.0,2.0,40.0,2
5211,Nagarbhavi,900.0,1.0,175.0,1
5212,Nagarbhavi,1200.0,3.0,265.0,3
5213,Nagarbhavi,1223.0,2.0,60.0,2
5214,Nagarbhavi,1800.0,3.0,180.0,4
5215,Nagarbhavi,1350.0,3.0,150.0,3
5216,Nagarbhavi,710.0,2.0,40.0,1
5217,Nagarbhavi,1225.0,2.0,58.0,2
5218,Nagarbhavi,300.0,1.0,20.0,1
5219,Nagarbhavi,1146.0,2.0,50.0,2
5220,Nagarbhavi,1200.0,4.0,205.0,3
5221,Nagarbhavi,1190.0,2.0,63.0,2
5222,Nagarbhavi,1050.0,2.0,80.0,2
5223,Nagarbhavi,1200.0,2.0,150.0,2
5224,Nagarbhavi,1080.0,2.0,49.0,2
5225,Nagarbhavi,2400.0,3.0,160.0,3
5226,Nagarbhavi,2500.0,3.0,180.0,5
5227,Nagarbhavi,1200.0,2.0,150.0,2
5228,Nagarbhavi,1120.0,2.0,53.0,2
5229,Nagarbhavi,1055.0,2.0,55.0,2
5230,Nagasandra,7000.0,8.0,450.0,4
5231,Nagasandra,1310.0,3.0,95.0,4
5232,Nagasandra,1650.0,3.0,95.0,3
5233,Nagasandra,2400.0,4.0,145.0,4
5234,Nagasandra,1470.0,2.0,110.0,3
5235,Nagasandra,1500.0,2.0,91.0,2
5236,Nagasandra,4050.0,5.0,140.0,5
5237,Nagasandra,4000.0,8.0,160.0,8
5238,Nagasandra,980.0,2.0,48.0,2
5239,Nagavara,2430.0,4.0,180.0,3
5240,Nagavara,1247.0,2.0,58.56,2
5241,Nagavara,2319.0,3.0,180.0,3
5242,Nagavara,2400.0,3.0,251.0,3
5243,Nagavara,1125.0,2.0,44.5,2
5244,Nagavara,1110.0,2.0,44.95,2
5245,Nagavara,2400.0,3.0,252.0,3
5246,Nagavara,2000.0,2.0,275.0,3
5247,Nagavara,1315.0,2.0,70.0,2
5248,Nagavara,400.0,1.0,14.0,1
5249,Nagavara,936.0,2.0,40.2,2
5250,Nagavara,2200.0,2.0,55.0,2
5251,Nagavara,1077.0,2.0,50.0,2
5252,Nagavarapalya,705.0,1.0,57.0,1
5253,Nagavarapalya,705.0,1.0,57.0,1
5254,Nagavarapalya,1392.0,2.0,99.0,2
5255,Nagavarapalya,980.0,2.0,37.0,2
5256,Nagavarapalya,1134.0,2.0,55.0,2
5257,Nagavarapalya,907.0,2.0,38.0,2
5258,Nagavarapalya,1788.0,3.0,164.0,3
5259,Nagavarapalya,705.0,1.0,55.0,1
5260,Nagavarapalya,705.0,1.0,52.5,1
5261,Nagavarapalya,646.0,1.0,25.84,1
5262,Nagavarapalya,1260.0,2.0,85.5,2
5263,Nagavarapalya,1392.0,2.0,130.0,2
5264,Nagavarapalya,1335.0,2.0,110.0,2
5265,Nagavarapalya,1392.0,2.0,130.0,2
5266,Narayanapura,1302.0,2.0,69.1,2
5267,Narayanapura,1469.0,2.0,99.14,2
5268,Narayanapura,1308.0,2.0,89.04,2
5269,Narayanapura,2400.0,5.0,85.0,5
5270,Narayanapura,1153.0,2.0,45.0,2
5271,Narayanapura,1308.0,2.0,92.66,2
5272,Narayanapura,1308.0,2.0,89.04,2
5273,Neeladri Nagar,1060.0,2.0,35.0,2
5274,Neeladri Nagar,674.0,1.0,21.0,1
5275,Neeladri Nagar,1167.0,2.0,38.0,3
5276,Neeladri Nagar,4000.0,5.0,425.0,5
5277,Neeladri Nagar,2556.0,3.0,133.0,3
5278,Neeladri Nagar,527.0,1.0,26.0,1
5279,Neeladri Nagar,640.0,1.0,20.5,1
5280,Neeladri Nagar,2111.0,3.0,103.0,3
5281,Neeladri Nagar,1053.0,2.0,45.0,2
5282,Neeladri Nagar,1363.0,2.0,68.0,2
5283,Neeladri Nagar,1105.0,2.0,30.0,2
5284,Neeladri Nagar,4000.0,12.0,160.0,10
5285,Neeladri Nagar,1100.0,2.0,30.0,2
5286,Nehru Nagar,1674.0,3.0,90.0,3
5287,Nehru Nagar,2167.0,3.0,170.0,3
5288,Nehru Nagar,1100.0,2.0,50.0,2
5289,Nehru Nagar,1269.0,2.0,63.0,3
5290,Nehru Nagar,1674.0,3.0,81.0,3
5291,Nehru Nagar,1775.0,3.0,110.0,3
5292,Nehru Nagar,1374.0,3.0,72.0,3
5293,Nehru Nagar,967.0,2.0,41.1,2
5294,Nehru Nagar,961.0,2.0,38.0,2
5295,OMBR Layout,1855.0,3.0,145.0,3
5296,OMBR Layout,1085.0,2.0,64.0,2
5297,OMBR Layout,1101.0,2.0,65.5,2
5298,OMBR Layout,1041.0,2.0,65.5,2
5299,OMBR Layout,1165.0,2.0,88.5,2
5300,OMBR Layout,2400.0,5.0,275.0,5
5301,OMBR Layout,1300.0,2.0,80.0,2
5302,OMBR Layout,1200.0,4.0,200.0,4
5303,OMBR Layout,1050.0,2.0,48.0,2
5304,OMBR Layout,1101.0,2.0,66.0,2
5305,OMBR Layout,1078.0,2.0,65.0,2
5306,OMBR Layout,2400.0,4.0,375.0,4
5307,OMBR Layout,2420.0,3.0,185.0,3
5308,OMBR Layout,3400.0,4.0,275.0,4
5309,Old Airport Road,2658.0,5.0,189.0,4
5310,Old Airport Road,2690.0,4.0,191.0,4
5311,Old Airport Road,2732.0,4.0,204.0,4
5312,Old Airport Road,1858.0,2.0,167.0,3
5313,Old Airport Road,1075.0,2.0,60.0,2
5314,Old Airport Road,3504.0,4.0,262.0,4
5315,Old Airport Road,2774.0,4.0,197.0,4
5316,Old Airport Road,1655.0,2.0,97.65,2
5317,Old Airport Road,1798.0,3.0,150.0,3
5318,Old Airport Road,1055.0,2.0,75.0,2
5319,Old Airport Road,2690.0,4.0,199.0,4
5320,Old Airport Road,1206.0,2.0,75.0,2
5321,Old Airport Road,3200.0,4.0,700.0,4
5322,Old Airport Road,3200.0,4.0,280.0,4
5323,Old Airport Road,2690.0,4.0,191.0,4
5324,Old Airport Road,3496.0,4.0,262.0,4
5325,Old Airport Road,2774.0,4.0,197.0,4
5326,Old Airport Road,2774.0,4.0,208.0,4
5327,Old Airport Road,2658.0,5.0,187.0,4
5328,Old Airport Road,2774.0,4.0,207.0,4
5329,Old Airport Road,1150.0,2.0,90.0,2
5330,Old Airport Road,1050.0,2.0,50.0,2
5331,Old Airport Road,946.0,2.0,58.0,2
5332,Old Airport Road,2690.0,4.0,201.0,4
5333,Old Airport Road,2732.0,4.0,204.0,4
5334,Old Airport Road,2732.0,4.0,194.0,4
5335,Old Airport Road,1145.0,2.0,75.0,2
5336,Old Airport Road,1184.0,2.0,78.0,2
5337,Old Airport Road,2392.0,3.0,249.0,3
5338,Old Airport Road,3356.0,4.0,251.0,4
5339,Old Airport Road,2774.0,4.0,208.0,4
5340,Old Airport Road,2774.0,4.0,208.0,4
5341,Old Madras Road,1720.0,3.0,100.0,3
5342,Old Madras Road,1480.0,2.0,84.0,3
5343,Old Madras Road,3715.0,6.0,224.5,4
5344,Old Madras Road,935.0,2.0,37.77,2
5345,Old Madras Road,2990.0,5.0,173.0,3
5346,Old Madras Road,1165.0,2.0,51.42,2
5347,Old Madras Road,2640.0,5.0,142.0,3
5348,Old Madras Road,1065.0,2.0,47.86,2
5349,Old Madras Road,4500.0,7.0,337.0,5
5350,Old Madras Road,1171.0,2.0,73.0,2
5351,Old Madras Road,1300.0,2.0,100.0,2
5352,Old Madras Road,935.0,2.0,45.0,2
5353,Old Madras Road,4062.5,2.0,341.0,4
5354,Old Madras Road,2430.0,5.0,180.0,3
5355,Old Madras Road,2760.0,5.0,157.0,3
5356,Old Madras Road,1157.0,2.0,47.32,2
5357,Old Madras Road,1210.0,2.0,77.0,2
5358,Old Madras Road,1859.0,3.0,121.0,3
5359,Old Madras Road,935.0,2.0,32.72,2
5360,Old Madras Road,1165.0,2.0,52.0,2
5361,Old Madras Road,1157.0,2.0,47.32,2
5362,Old Madras Road,935.0,2.0,32.0,2
5363,Old Madras Road,2266.0,3.0,207.0,3
5364,Old Madras Road,1200.0,2.0,72.0,2
5365,Old Madras Road,935.0,2.0,45.0,2
5366,Old Madras Road,935.0,2.0,32.72,2
5367,Old Madras Road,2990.0,3.0,170.0,3
5368,Old Madras Road,2600.0,4.0,260.0,4
5369,Old Madras Road,2010.0,3.0,125.0,4
5370,Old Madras Road,1299.0,2.0,95.0,2
5371,Old Madras Road,1630.0,3.0,110.0,3
5372,Old Madras Road,1450.0,3.0,132.0,4
5373,Old Madras Road,1171.0,2.0,72.0,2
5374,Old Madras Road,1480.0,3.0,95.0,3
5375,Old Madras Road,1171.0,2.0,75.0,2
5376,Old Madras Road,1300.0,2.0,100.0,2
5377,Old Madras Road,1330.0,2.0,74.0,2
5378,Old Madras Road,2266.0,3.0,169.0,3
5379,Old Madras Road,1720.0,3.0,106.0,3
5380,Old Madras Road,1225.0,2.0,53.55,2
5381,Old Madras Road,2300.0,3.0,142.0,3
5382,Old Madras Road,2990.0,5.0,210.0,3
5383,Old Madras Road,1210.0,2.0,74.0,2
5384,Old Madras Road,1210.0,2.0,80.0,2
5385,Old Madras Road,1210.0,2.0,80.0,2
5386,Old Madras Road,2640.0,5.0,150.0,3
